alpha,epoch,train_loss,train_seq_loss,train_anchor_loss,val_loss,val_seq_loss,val_anchor_loss,lr,time_sec
10.0,1,0.4282367868372836,0.038577331019601285,0.03896594573952592,0.03475326441347282,0.003300635199226003,0.003145262902414307,0.0009997535269026829,8.3
10.0,2,0.024165078579710845,0.0021612770312155285,0.0022003801520137736,0.03586954160276404,0.0031117844615785525,0.0032757757125704725,0.0009990143508499217,8.4
10.0,3,0.021080240822182253,0.0018716127222153144,0.0019208628091758166,0.036178205625471124,0.0031397552905973306,0.003303845010529411,0.0009977832013192385,8.1
10.0,4,0.02038713150586073,0.001811185244243974,0.001857594618251404,0.035320239371937165,0.003071612641778824,0.0032248626964072637,0.0009960612933065818,8.3
10.0,5,0.020219659599929284,0.0017973409834293984,0.0018422318606052357,0.03729089471496681,0.0032291352819153506,0.003406175915671988,0.0009938503261272714,8.4
10.0,6,0.01985853223894269,0.0017655440225588302,0.001809298822011512,0.03606431449743661,0.0031305778642529325,0.0032933736588444283,0.00099115248173898,8.3
10.0,7,0.019833106953555193,0.0017636736119106316,0.0018069433296123184,0.034443955918021026,0.003003908385042141,0.0031440047308198237,0.0009879704225884043,8.4
10.0,8,0.019595219359661523,0.0017420996513325148,0.0017853119844893138,0.03447684868947266,0.003003825982190431,0.0031473022802643714,0.0009843072889837512,8.2
10.0,9,0.01959397495748141,0.0017425292320788289,0.0017851445755252663,0.03430384819078794,0.002989278969254612,0.003131456917431701,0.000980166695995633,8.3
10.0,10,0.019513838649846803,0.0017349491737639676,0.0017778889458172787,0.0377484983442589,0.0032654511867687996,0.003448304743444091,0.0009755527298894294,8.2
10.0,11,0.019377628317437112,0.0017235320537554051,0.0017654096248010413,0.033477185251924425,0.0029268273867002906,0.003055035785593568,0.0009704699440926358,8.0
10.0,12,0.019423523105871983,0.0017272907888325744,0.0017696232325994433,0.03360784437973052,0.002938697305309804,0.0030669146873790057,0.0009649233547011817,8.0
10.0,13,0.019331714938370846,0.0017192370261256702,0.0017612477904782654,0.03566865540020406,0.003096407093448277,0.0032572248217431787,0.0009589184355291487,8.1
10.0,14,0.01928347817216164,0.00171483299569585,0.0017568645192883336,0.041293016389666246,0.0035588382997183486,0.0037734178000159483,0.000952461112706777,8.4
10.0,15,0.019216629282499734,0.0017089794206325538,0.0017507649996938806,0.03637365797569262,0.003153268420762888,0.0033220389419473073,0.00094555775883209,8.2
10.0,16,0.019220213334147748,0.001709256193582685,0.0017510956998030918,0.03787423732958021,0.0032760254000598426,0.0034598211731211815,0.0009382151866819101,8.2
10.0,17,0.019245763321239978,0.0017119333519636153,0.0017533830056587856,0.03480005001233138,0.0030297599356693336,0.003177029035485132,0.0009304406424884702,8.5
10.0,18,0.01923502068250225,0.001710534294267209,0.0017524486421070134,0.03577877151621307,0.0031065929695304998,0.003267217831075578,0.000922241798788257,8.2
10.0,19,0.019029813854453657,0.0016921765159051388,0.0017337637366906095,0.03550950837311672,0.003085011760010681,0.003242449635705425,0.0009136267468501441,8.0
10.0,20,0.019050832730359755,0.0016946884190054755,0.0017356144186730187,0.03714615700920013,0.0032171140706037825,0.0033929042550338868,0.0009046039886902867,8.2
10.0,21,0.019098270684480667,0.0016985218733167036,0.0017399748836536533,0.039348756974969215,0.0033984582410181595,0.003595029826565804,0.0008951824286816578,8.2
