alpha,epoch,train_loss,train_seq_loss,train_anchor_loss,val_loss,val_seq_loss,val_anchor_loss,lr,time_sec
10.0,1,0.11710282575148039,0.010620807245290145,0.01064820186748432,0.03789338424425334,0.003501867686591527,0.0034391516361365767,0.0009997535269026829,19.0
10.0,2,0.021304127706501346,0.0019149153988856154,0.0019389212404628499,0.029843281238696517,0.0026537434593031303,0.0027189537693320357,0.0009990143508499217,18.8
10.0,3,0.017104113068527136,0.001538258189192185,0.001556585485396238,0.03510712946770079,0.0031400849277022336,0.0031967044607030246,0.0009977832013192385,19.3
10.0,4,0.014699630301971084,0.0013243267111157854,0.0013375303585631533,0.034605914616011126,0.003043163314206585,0.0031562751441441,0.0009960612933065818,19.2
10.0,5,0.013749730725509998,0.0012397602370653588,0.0012509970483967126,0.040934855163288104,0.003625779573744791,0.003730907551819636,0.0009938503261272714,19.6
10.0,6,0.01323194357041174,0.0011934141448597447,0.001203852940726882,0.04259483741430387,0.003754626147015865,0.003884021113953303,0.00099115248173898,19.2
10.0,7,0.012928645442932462,0.0011663081039352198,0.0011762337369593577,0.03868483366154288,0.003386108989858219,0.0035298724722142264,0.0009879704225884043,19.3
10.0,8,0.012525964068630949,0.0011302400104259737,0.0011395724081338788,0.03926652858493971,0.0034540366755187943,0.0035812491962906945,0.0009843072889837512,19.7
10.0,9,0.012349699820893316,0.001114770782386096,0.0011234929018731539,0.03986414991572445,0.003506245721953437,0.003635790446153012,0.000980166695995633,19.2
10.0,10,0.012238183488639502,0.0011062459674669812,0.0011131937521545647,0.04250447997176881,0.003733407515415394,0.003877107233339747,0.0009755527298894294,19.0
10.0,11,0.012068835725912299,0.0010897511592469155,0.0010979084584575433,0.05122048588856024,0.004480790501823302,0.004673969508579095,0.0009704699440926358,19.3
10.0,12,0.011964676728567634,0.0010812605536417463,0.0010883416126046379,0.047280080336775505,0.004147225433363948,0.004313285497943902,0.0009649233547011817,19.1
