epoch,train_loss,val_loss,lr,time_sec
1,0.07750355946988642,0.039202961466137574,0.0009997535269026829,14.6
2,0.04136668244231637,0.02004104285416278,0.0009990143508499217,13.7
3,0.008709515701955209,0.004988514655534263,0.0009977832013192385,14.8
4,0.005288757458661816,0.0034749233547534623,0.0009960612933065818,15.1
5,0.0048309702580407645,0.004366991431611082,0.0009938503261272714,14.6
6,0.004553525496951558,0.003296587135992013,0.00099115248173898,14.5
7,0.004312938460233537,0.003271234783328096,0.0009879704225884043,13.8
8,0.004242640558642323,0.0035658675935172305,0.0009843072889837512,13.9
9,0.004153759599747983,0.0032759507951347837,0.000980166695995633,14.2
10,0.004125797279729423,0.004708272635153579,0.0009755527298894294,18.1
11,0.003922143279780428,0.003339127719796538,0.0009704699440926358,20.4
12,0.0038801591613559752,0.00331464605683736,0.0009649233547011817,20.2
13,0.0038730811294434325,0.003141808572929056,0.0009589184355291487,20.6
14,0.0038205431366049045,0.0037978982357096606,0.000952461112706777,20.4
15,0.0037164978082775586,0.0030228018361164936,0.00094555775883209,20.3
16,0.003637455223134247,0.00347925907474498,0.0009382151866819101,22.2
17,0.00357441615400981,0.0030137698601968373,0.0009304406424884702,23.1
18,0.0036391218203458598,0.004277832942369225,0.000922241798788257,20.3
19,0.003439630296341349,0.00271628622365163,0.0009136267468501441,20.6
20,0.003280529614791951,0.0026229406817451077,0.0009046039886902867,18.7
21,0.003175528881037245,0.003500871968836608,0.0008951824286816578,21.2
22,0.0034306872879493644,0.0031717297570139635,0.0008853713647665072,22.0
23,0.0031109816283622586,0.0025521370460575617,0.000875180479280415,22.5
24,0.0029993309063365225,0.0023584012762347065,0.0008646198293969955,21.2
25,0.0029764514217643042,0.0024363498325163328,0.0008536998372026809,22.5
26,0.002960121167624103,0.0024372743752213532,0.0008424312794113805,23.3
27,0.0029983977498426163,0.0024142246012078513,0.0008308252767291645,22.4
28,0.002902659759917236,0.0021898109500232913,0.0008188932828794709,21.7
29,0.0029973729616393904,0.0037694419132259845,0.0008066470732996622,21.7
30,0.0029311560135177493,0.002409143913279298,0.0007940987335200908,21.2
31,0.0027561730814057513,0.0021758346748273734,0.0007812606472371397,21.7
32,0.0028964985220983333,0.0024260376883996123,0.0007681454840920092,21.7
33,0.00277197197784198,0.002124637667128065,0.000754766187167311,21.7
34,0.0027879896103525413,0.0027525943362640896,0.0007411359602138073,21.9
35,0.0027497700346004847,0.0022694720805289267,0.0007272682546199041,22.2
36,0.002721096231003425,0.002285331073587506,0.0007131767561367543,21.5
37,0.002693869218127439,0.0026446944534241497,0.0006988753713720733,21.4
38,0.0027557569484123598,0.00221022539467826,0.0006843782140659972,21.6
39,0.0026610813151996633,0.0027634911794765767,0.0006696995911625235,21.0
40,0.0026175896614463396,0.002023541867112561,0.0006548539886902866,21.9
41,0.002638648997375427,0.002338349059837955,0.0006398560574665955,22.4
42,0.0025373339946321272,0.002075491863830724,0.0006247205986388453,21.6
43,0.0025293485691631817,0.0019325276518264384,0.0006094625490775734,21.4
44,0.0025786126414979143,0.0019128122519098476,0.0005940969666355699,36.4
45,0.0024965107051637507,0.003721221646628692,0.0005786390152875957,40.4
46,0.0025170632938902775,0.002055021842765696,0.0005631039501653704,51.1
47,0.0024828441651211447,0.0019649632960698164,0.0005475071025025982,43.4
48,0.0024845358558821602,0.0019829402740883365,0.0005318638645048924,47.2
49,0.0024839626015133722,0.0021103809542017352,0.0005161896741595254,62.0
50,0.002435629786742101,0.001960655992000036,0.0005005000000000003,72.8
51,0.002448907152631671,0.0018609288173055656,0.0004848103258404752,83.0
52,0.0023954654522179686,0.0019347245132931594,0.00046913613549510823,29.7
53,0.0023872351097003496,0.0020482831020093395,0.0004534928974974023,16.9
54,0.0024001752098193755,0.0019442443921103734,0.00043789604983463025,16.5
55,0.0023616240605524464,0.0021090087459676647,0.00042236098471240487,16.7
56,0.002362330656199317,0.0018058325377668634,0.00040690303336443076,16.7
57,0.0023521783689109538,0.0020619660314299504,0.00039153745092242734,16.4
58,0.0023239788545640306,0.0019793507647343426,0.0003762794013611552,16.6
59,0.0023192500974529412,0.0018320926478323104,0.0003611439425334052,12.6
60,0.0023148711744314905,0.0017562135362823028,0.00034614601130971405,11.4
61,0.002304060788683037,0.0017792298883498668,0.0003313004088374771,11.4
