alpha,epoch,train_loss,train_seq_loss,train_anchor_loss,val_loss,val_seq_loss,val_anchor_loss,lr,time_sec
20.0,1,0.7440631837607958,0.035383230269265674,0.035433997597115546,0.07151032256537136,0.003230079577522392,0.003414012151126294,0.0009997535269026829,8.2
20.0,2,0.043282946213506736,0.0020040506810451355,0.0020639447880407367,0.07026841208100953,0.0031780618087492605,0.0033545174968473493,0.0009990143508499217,8.5
20.0,3,0.03981048119469331,0.0018480543923289634,0.0018981213424689113,0.07406209874402811,0.0033420642679668666,0.003536001711023694,0.0009977832013192385,8.3
20.0,4,0.03882944256735918,0.0018049216282983811,0.0018512260456844114,0.07116457476389614,0.003219928833788528,0.0033972322963428327,0.0009960612933065818,8.5
20.0,5,0.038302092168193594,0.001781184697159542,0.0018260453764993984,0.0694590492218614,0.0031470385306710475,0.0033156005543361895,0.0009938503261272714,8.3
20.0,6,0.03811614661931227,0.0017736956569700479,0.0018171225555050068,0.06290584503910801,0.0028868133957346684,0.0030009515810772735,0.00099115248173898,8.2
20.0,7,0.03782092292721455,0.0017609432308325688,0.0018029989919458062,0.06625124922596869,0.0030154153262512717,0.003161791679071649,0.0009879704225884043,8.1
20.0,8,0.0375822555894653,0.0017499677293623488,0.0017916144055421823,0.07144939830586156,0.0032308376050539356,0.003410928043136819,0.0009843072889837512,8.0
20.0,9,0.037605809047818184,0.001750765407147507,0.0017927521847200412,0.07628756510886422,0.003439326581428759,0.0036424119299478296,0.000980166695995633,8.2
20.0,10,0.037250817442933716,0.001733485183183056,0.0017758666198903646,0.06689420648345208,0.0030415215126382423,0.0031926342356761797,0.0009755527298894294,8.2
20.0,11,0.03709794339747765,0.0017273437085513694,0.0017685299897447038,0.06977476271741251,0.0031603751046164457,0.0033307193705386065,0.0009704699440926358,8.3
20.0,12,0.03715521832689261,0.0017297507438343018,0.0017712733876975013,0.07339184678486607,0.0033140191139574065,0.0035038913737615927,0.0009649233547011817,8.5
20.0,13,0.03715875353186558,0.0017300420634758968,0.0017714355811058807,0.06809958964933027,0.0030928539919377147,0.003250336796206303,0.0009589184355291487,8.3
20.0,14,0.03686044957393255,0.0017155564803546534,0.0017572446593429702,0.07530562572448732,0.0033981238637042746,0.003595375091034394,0.000952461112706777,8.3
20.0,15,0.03665515842537085,0.0017059033853001893,0.0017474627529736608,0.07402371906457429,0.0033438553690893,0.003533993180137762,0.00094555775883209,8.3
20.0,16,0.03674122146688975,0.0017104191677226948,0.0017515401182791744,0.073549349717994,0.003321733920800282,0.003511380792336608,0.0009382151866819101,8.0
