epoch,train_loss,val_loss,lr,time_sec
1,0.02833464886923623,0.004962660502893745,0.0009997535269026829,11.3
2,0.004803077049414301,0.004162561698732051,0.0009990143508499217,11.2
3,0.004644027488554114,0.004067508041771362,0.0009977832013192385,11.5
4,0.004551255488133227,0.004057171484501768,0.0009960612933065818,11.1
5,0.004403711890789692,0.00376653544357065,0.0009938503261272714,11.3
6,0.004114393548519871,0.0034983165484267042,0.00099115248173898,11.4
7,0.00396883791061602,0.0034752178048207,0.0009879704225884043,11.1
8,0.0039133865721886615,0.003354249221791344,0.0009843072889837512,11.3
9,0.003978180186520633,0.003338421263999242,0.000980166695995633,11.3
10,0.0038718463884751227,0.003360495211878019,0.0009755527298894294,11.1
11,0.0038134096154048072,0.003320363227348108,0.0009704699440926358,11.3
12,0.0037726994918344855,0.003255636395393098,0.0009649233547011817,11.3
13,0.003740631711409222,0.0032422690504228576,0.0009589184355291487,11.3
14,0.0037101688031288614,0.0031729030771120133,0.000952461112706777,11.7
15,0.003678801712918688,0.003104593664995098,0.00094555775883209,11.4
16,0.0036429774897572187,0.0032369072256518516,0.0009382151866819101,11.1
17,0.0036220501476366606,0.00316305719620273,0.0009304406424884702,11.3
18,0.0036002613850506385,0.00314407077729067,0.000922241798788257,11.4
19,0.0035807862575468305,0.0029717024360500295,0.0009136267468501441,11.2
20,0.0035504684435784238,0.0029992236987626793,0.0009046039886902867,11.4
21,0.003549247814566139,0.0028574700217260133,0.0008951824286816578,11.4
22,0.003531200626816649,0.0028652529349942183,0.0008853713647665072,11.2
23,0.0035038926637150926,0.0029913653108286035,0.000875180479280415,11.3
24,0.003512828213967044,0.0028230217794771306,0.0008646198293969955,11.4
25,0.003491293988946535,0.002959917681767944,0.0008536998372026809,11.1
26,0.003472578853547162,0.002801061473292066,0.0008424312794113805,11.2
27,0.0034868049566851712,0.0028858756297929426,0.0008308252767291645,11.5
28,0.0034593545360031065,0.0028980835873384917,0.0008188932828794709,11.0
29,0.0034530107393050445,0.0027824946952354035,0.0008066470732996622,11.2
30,0.003451707171179451,0.0028159539721276483,0.0007940987335200908,11.6
31,0.003447903476673626,0.0029222684758926994,0.0007812606472371397,11.3
32,0.0034315572384829547,0.002840479678442617,0.0007681454840920092,11.4
33,0.0034270168776478764,0.0030722453732530334,0.000754766187167311,11.4
34,0.003423769066303775,0.00278179935015611,0.0007411359602138073,11.0
35,0.0034152671336438265,0.00282124235606964,0.0007272682546199041,11.2
36,0.00340678980316991,0.0027748927347023378,0.0007131767561367543,11.3
37,0.0034167927949894945,0.003049354434386425,0.0006988753713720733,11.0
38,0.0034155744232249436,0.002986376070938687,0.0006843782140659972,11.1
39,0.003399107271091795,0.00299516758919212,0.0006696995911625235,11.1
40,0.0034008744866708173,0.0028138271601082206,0.0006548539886902866,11.0
41,0.0033802967261547198,0.0028438457266020123,0.0006398560574665955,12.6
42,0.003401240026245692,0.0027067626154100503,0.0006247205986388453,14.4
43,0.0033921602721834047,0.002857774992827961,0.0006094625490775734,14.1
44,0.0033819772652350366,0.002693024171755744,0.0005940969666355699,14.3
45,0.0033823586395615108,0.0028029105447289608,0.0005786390152875957,14.7
46,0.003370593529490923,0.002805225342440694,0.0005631039501653704,14.4
47,0.00337494539653326,0.0027074843614669094,0.0005475071025025982,14.4
48,0.0033626784253018823,0.0028043157667112114,0.0005318638645048924,14.6
49,0.0033575106486254795,0.0027486109245067132,0.0005161896741595254,14.3
50,0.0033587392898844918,0.00265425289795861,0.0005005000000000003,14.8
51,0.003366073700841274,0.0027366204295421167,0.0004848103258404752,15.5
52,0.00334537644377704,0.00274401863200844,0.00046913613549510823,15.0
53,0.003354411947165991,0.0027970169665588237,0.0004534928974974023,15.1
54,0.003360795911685745,0.00281693174425031,0.00043789604983463025,15.8
55,0.0033455941419407434,0.0027493025374331573,0.00042236098471240487,15.8
56,0.0033356777827751325,0.0028078826356001878,0.00040690303336443076,16.3
57,0.0033272717891914116,0.0026401065630455955,0.00039153745092242734,15.2
58,0.0033422361699525604,0.002802746444186513,0.0003762794013611552,14.7
59,0.003321704878804407,0.0028374391043722758,0.0003611439425334052,15.0
60,0.003312755820595405,0.0026905467205903155,0.00034614601130971405,15.2
61,0.0033090119817076468,0.0026899277041924174,0.0003313004088374771,14.1
62,0.0033006587046101785,0.0026317324301833814,0.00031662178593400364,14.2
63,0.0033053074345028924,0.002749705002398431,0.00030212462862792713,14.5
64,0.003298895677714911,0.0027011295722497216,0.0002878232438632463,14.1
65,0.0032954867581486123,0.00266392372205618,0.0002737317453800965,14.2
66,0.003292821913915263,0.0026539507452980615,0.0002598640397861932,14.3
67,0.0032829358416319185,0.0026559076127754947,0.0002462338128326896,14.1
68,0.003279905955990559,0.002699958775999469,0.0002328545159079911,14.9
69,0.003275918177111292,0.00265746508094625,0.00021973935276286077,15.1
70,0.0032653184615184442,0.0026816488094813062,0.00020690126647990978,14.6
71,0.0032647047766375466,0.002683988497086499,0.00019435292670033825,14.4
72,0.0032664347567002883,0.0026151059106599528,0.00018210671712052954,14.7
73,0.003258972453685211,0.0026962516755950424,0.00017017472327083603,14.1
74,0.0032630317425657693,0.0026324301673164223,0.00015856872058862004,16.9
75,0.0032472906962291086,0.0026541175492721695,0.0001473001627973196,17.4
76,0.0032485432729318546,0.0026795127146628643,0.0001363801706030051,15.5
77,0.003235281485906959,0.0026551610469389493,0.00012581952071958556,15.0
78,0.003245345299440593,0.002618817881904595,0.00011562863523349338,15.4
79,0.0032414651132648352,0.00260230928200723,0.0001058175713183427,14.6
80,0.003231635507704182,0.002679390894462069,9.639601130971386e-05,14.6
81,0.003228531529002085,0.002654651421339209,8.737325314985652e-05,14.7
82,0.0032261565906697184,0.0026306953730619916,7.875820121174362e-05,15.6
83,0.003228231229631883,0.0026277603481668684,7.055935751153013e-05,15.4
84,0.003230317941770054,0.002661277927472838,6.278481331809018e-05,14.9
85,0.003221404226950382,0.002635123782635095,5.5442241167910324e-05,14.6
